City,Date,High,Low,0
,,,,0
New York,4/5/12,58,42,0
,,,,0
New York,4/6/12,59,38,0
,,,,0
New York,4/7/12,61,40,0
,,,,0
New York,4/8/12,67,44,0
,,,,0
New York,4/9/12,64,49,0
,,,,0
New York,4/10/12,60,45,0
,,,,0
New York,4/11/12,53,43,0
,,,,0
New York,4/12/12,61,43,0
,,,,0
New York,4/13/12,65,43,0
,,,,0
New York,4/14/12,72,50,0
,,,,0
New York,4/15/12,77,58,0
,,,,0
New York,4/16/12,88,65,0
,,,,0
New York,4/17/12,78,61,0
,,,,0
New York,4/18/12,62,49,0.01
,,,,0
New York,4/19/12,70,47,0.04
,,,,0
New York,4/20/12,71,54,0
,,,,0
New York,4/21/12,71,54,0.22
,,,,0
New York,4/22/12,54,46,2.45
,,,,0
New York,4/23/12,54,42,0.22
,,,,0
New York,4/24/12,59,41,0
,,,,0
New York,4/25/12,62,43,0
,,,,0
New York,4/26/12,61,45,0.03
,,,,0
New York,4/27/12,56,41,0.04
,,,,0
New York,4/28/12,60,38,0
,,,,0
New York,4/29/12,63,44,0
,,,,0
New York,4/30/12,62,43,0
,,,,0
New York,5/1/12,68,51,0.62
,,,,0
New York,5/2/12,53,50,0.08
,,,,0
New York,5/3/12,58,50,0.47
,,,,0
New York,5/4/12,73,54,0.1
,,,,0
New York,5/5/12,63,56,0
,,,,0
New York,5/6/12,65,53,0
,,,,0
New York,5/7/12,65,52,0.01
,,,,0
New York,5/8/12,66,55,0.04
,,,,0
New York,5/9/12,69,57,0.33
,,,,0
New York,5/10/12,64,52,0.19
,,,,0
New York,5/11/12,68,49,0
,,,,0
New York,5/12/12,78,53,0
,,,,0
New York,5/13/12,81,63,0
,,,,0
New York,5/14/12,70,63,0
,,,,0
New York,5/15/12,65,61,0.54
,,,,0
New York,5/16/12,78,61,0.09
,,,,0
New York,5/17/12,72,53,0
,,,,0
New York,5/18/12,72,54,0
,,,,0
New York,5/19/12,80,53,0
,,,,0
New York,5/20/12,78,57,0
,,,,0
New York,5/21/12,62,57,1.4
,,,,0
New York,5/22/12,70,60,0.23
,,,,0
New York,5/23/12,75,64,0.03
,,,,0
New York,5/24/12,66,62,0.95
,,,,0
New York,5/25/12,75,60,0
,,,,0
New York,5/26/12,84,67,0.02
,,,,0
New York,5/27/12,81,64,0.06
,,,,0
New York,5/28/12,89,71,0
,,,,0
New York,5/29/12,89,68,0.21
,,,,0
New York,5/30/12,76,68,0.01
,,,,0
New York,5/31/12,79,66,0
,,,,0
New York,6/1/12,74,62,0.25
,,,,0
New York,6/2/12,75,61,0.39
,,,,0
New York,6/3/12,76,58,0.01
,,,,0
New York,6/4/12,63,54,0.18
,,,,0
New York,6/5/12,64,51,0.01
,,,,0
New York,6/6/12,72,54,0.01
,,,,0
New York,6/7/12,78,58,0.01
,,,,0
New York,6/8/12,81,60,0
,,,,0
New York,6/9/12,78,64,0
,,,,0
New York,6/10/12,84,66,0
,,,,0
New York,6/11/12,77,64,0
,,,,0
New York,6/12/12,72,65,1.02
,,,,0
New York,6/13/12,69,64,0.32
,,,,0
New York,6/14/12,77,62,0
,,,,0
New York,6/15/12,80,60,0
,,,,0
New York,6/16/12,80,60,0
,,,,0
New York,6/17/12,73,58,0
,,,,0
New York,6/18/12,72,57,0
,,,,0
New York,6/19/12,77,63,0
,,,,0
New York,6/20/12,94,70,0
,,,,0
New York,6/21/12,94,79,0
,,,,0
New York,6/22/12,90,70,0.35
,,,,0
New York,6/23/12,84,69,0
,,,,0
New York,6/24/12,84,66,0.06
,,,,0
New York,6/25/12,74,62,0.15
,,,,0
New York,6/26/12,72,58,0
,,,,0
New York,6/27/12,81,62,0
,,,,0
New York,6/28/12,88,68,0
,,,,0
New York,6/29/12,93,68,0.21
,,,,0
New York,6/30/12,93,77,0
,,,,0
New York,7/1/12,94,74,0
,,,,0
New York,7/2/12,88,72,0
,,,,0
New York,7/3/12,89,71,0
,,,,0
New York,7/4/12,92,70,0.06
,,,,0
New York,7/5/12,95,77,0
,,,,0
New York,7/6/12,93,72,0
,,,,0
New York,7/7/12,97,72,0.5
,,,,0
New York,7/8/12,92,72,0.09
,,,,0
New York,7/9/12,86,73,0
,,,,0
New York,7/10/12,87,69,0
,,,,0
New York,7/11/12,85,71,0
,,,,0
New York,7/12/12,89,70,0
,,,,0
New York,7/13/12,89,74,0
,,,,0
New York,7/14/12,85,73,0
,,,,0
New York,7/15/12,89,71,0.26
,,,,0
New York,7/16/12,91,70,0
,,,,0
New York,7/17/12,96,74,0
,,,,0
New York,7/18/12,100,73,1.76
,,,,0
New York,7/19/12,76,68,0.02
,,,,0
New York,7/20/12,72,61,0.58
,,,,0
New York,7/21/12,78,61,0
,,,,0
New York,7/22/12,83,65,0
,,,,0
New York,7/23/12,86,71,0.15
,,,,0
New York,7/24/12,91,74,0
,,,,0
New York,7/25/12,85,67,0
,,,,0
New York,7/26/12,88,68,0.6
,,,,0
New York,7/27/12,87,71,0
,,,,0
New York,7/28/12,81,68,0.18
,,,,0
New York,7/29/12,80,68,0.01
,,,,0
New York,7/30/12,81,68,0
,,,,0
New York,7/31/12,80,70,0
,,,,0
New York,8/1/12,78,70,0.64
,,,,0
New York,8/2/12,87,70,0
,,,,0
New York,8/3/12,89,75,0
,,,,0
New York,8/4/12,90,75,0
,,,,0
New York,8/5/12,91,73,0.22
,,,,0
New York,8/6/12,86,72,0.01
,,,,0
New York,8/7/12,83,68,0
,,,,0
New York,8/8/12,86,73,0
,,,,0
New York,8/9/12,88,73,0
,,,,0
New York,8/10/12,80,70,0.24
,,,,0
New York,8/11/12,87,75,0
,,,,0
New York,8/12/12,87,73,0
,,,,0
New York,8/13/12,86,69,0
,,,,0
New York,8/14/12,79,72,0.01
,,,,0
New York,8/15/12,82,67,0.57
,,,,0
New York,8/16/12,85,66,0
,,,,0
New York,8/17/12,88,65,0.15
,,,,0
New York,8/18/12,79,63,0.32
,,,,0
New York,8/19/12,74,62,0
,,,,0
New York,8/20/12,78,65,0
,,,,0
New York,8/21/12,82,66,0
,,,,0
New York,8/22/12,82,68,0
,,,,0
New York,8/23/12,85,69,0
,,,,0
New York,8/24/12,87,69,0
,,,,0
New York,8/25/12,86,70,0
,,,,0
New York,8/26/12,84,68,0
,,,,0
New York,8/27/12,81,70,0.61
,,,,0
New York,8/28/12,87,73,0.14
,,,,0
New York,8/29/12,79,67,0
,,,,0
New York,8/30/12,82,61,0
,,,,0
New York,8/31/12,91,69,0
,,,,0
New York,9/1/12,91,74,0
,,,,0
New York,9/2/12,82,71,0
,,,,0
New York,9/3/12,79,71,0
,,,,0
New York,9/4/12,80,70,0.13
,,,,0
New York,9/5/12,80,71,0.07
,,,,0
New York,9/6/12,80,69,0
,,,,0
New York,9/7/12,87,71,0
,,,,0
New York,9/8/12,81,63,0.39
,,,,0
New York,9/9/12,78,63,0
,,,,0
New York,9/10/12,72,58,0
,,,,0
New York,9/11/12,73,54,0
,,,,0
New York,9/12/12,80,59,0
,,,,0
New York,9/13/12,81,63,0
,,,,0
New York,9/14/12,80,64,0
,,,,0
New York,9/15/12,73,60,0.01
,,,,0
New York,9/16/12,75,56,0
,,,,0
New York,9/17/12,78,57,0
,,,,0
New York,9/18/12,75,67,1.54
,,,,0
New York,9/19/12,70,57,0
,,,,0
New York,9/20/12,69,54,0
,,,,0
New York,9/21/12,75,60,0
,,,,0
New York,9/22/12,76,60,0.22
,,,,0
New York,9/23/12,68,55,0
,,,,0
New York,9/24/12,67,53,0
,,,,0
New York,9/25/12,72,54,0
,,,,0
New York,9/26/12,77,63,0.01
,,,,0
New York,9/27/12,75,63,0.06
,,,,0
New York,9/28/12,69,60,1.96
,,,,0
New York,9/29/12,65,57,0
,,,,0
New York,9/30/12,68,55,0
,,,,0
New York,10/1/12,70,52,0
,,,,0
New York,10/2/12,69,62,0.38
,,,,0
New York,10/3/12,73,63,0
,,,,0
New York,10/4/12,74,66,0
,,,,0
New York,10/5/12,78,61,0
,,,,0
New York,10/6/12,77,54,0
,,,,0
New York,10/7/12,54,46,0.19
,,,,0
New York,10/8/12,55,44,0
,,,,0
New York,10/9/12,58,50,0.03
,,,,0
New York,10/10/12,66,53,0.25
,,,,0
New York,10/11/12,59,47,0
,,,,0
New York,10/12/12,56,42,0
,,,,0
New York,10/13/12,53,38,0
,,,,0
New York,10/14/12,70,53,0
,,,,0
New York,10/15/12,71,59,0.2
,,,,0
New York,10/16/12,59,48,0
,,,,0
New York,10/17/12,61,44,0
,,,,0
New York,10/18/12,65,50,0
,,,,0
New York,10/19/12,66,61,0.89
,,,,0
New York,10/20/12,69,54,0
,,,,0
New York,10/21/12,65,49,0
,,,,0
New York,10/22/12,66,49,0
,,,,0
New York,10/23/12,65,54,0.03
,,,,0
New York,10/24/12,59,56,0
,,,,0
New York,10/25/12,62,55,0
,,,,0
New York,10/26/12,65,57,0
,,,,0
New York,10/27/12,65,59,0
,,,,0
New York,10/28/12,59,55,0
,,,,0
New York,10/29/12,62,52,0.67
,,,,0
New York,10/30/12,54,47,0.27
,,,,0
New York,10/31/12,50,44,0.01
,,,,0
New York,11/1/12,51,43,0
,,,,0
New York,11/2/12,53,42,0
,,,,0
New York,11/3/12,51,40,0
,,,,0
New York,11/4/12,51,39,0
,,,,0
New York,11/5/12,45,35,0
,,,,0
New York,11/6/12,42,31,0
,,,,0
New York,11/7/12,41,31,1.12
,,,,0
New York,11/8/12,48,32,0.06
,,,,0
New York,11/9/12,53,36,0
,,,,0
New York,11/10/12,55,42,0
,,,,0
New York,11/11/12,64,50,0
,,,,0
New York,11/12/12,66,48,0
,,,,0
New York,11/13/12,62,40,0.09
,,,,0
New York,11/14/12,47,37,0
,,,,0
New York,11/15/12,45,35,0
,,,,0
New York,11/16/12,46,38,0
,,,,0
New York,11/17/12,51,39,0
,,,,0
New York,11/18/12,49,38,0
,,,,0
New York,11/19/12,47,37,0
,,,,0
New York,11/20/12,51,40,0
,,,,0
New York,11/21/12,53,40,0
,,,,0
New York,11/22/12,54,41,0
,,,,0
New York,11/23/12,56,43,0.01
,,,,0
New York,11/24/12,50,35,0
,,,,0
New York,11/25/12,40,33,0
,,,,0
New York,11/26/12,48,36,0
,,,,0
New York,11/27/12,42,34,0.53
,,,,0
New York,11/28/12,41,34,0
,,,,0
New York,11/29/12,43,34,0
,,,,0
New York,11/30/12,46,38,0
,,,,0
New York,12/1/12,41,36,0
,,,,0
New York,12/2/12,52,41,0.04
,,,,0
New York,12/3/12,60,49,0
,,,,0
New York,12/4/12,62,47,0.07
,,,,0
New York,12/5/12,58,35,0
,,,,0
New York,12/6/12,40,29,0
,,,,0
New York,12/7/12,46,35,0.14
,,,,0
New York,12/8/12,50,44,0.36
,,,,0
New York,12/9/12,50,42,0.18
,,,,0
New York,12/10/12,59,44,0.03
,,,,0
New York,12/11/12,58,41,0.06
,,,,0
New York,12/12/12,43,36,0
,,,,0
New York,12/13/12,46,36,0
,,,,0
New York,12/14/12,48,37,0
,,,,0
New York,12/15/12,47,38,0
,,,,0
New York,12/16/12,47,42,0.4
,,,,0
New York,12/17/12,43,40,0.29
,,,,0
New York,12/18/12,54,43,0.51
,,,,0
New York,12/19/12,47,39,0
,,,,0
New York,12/20/12,47,35,0.02
,,,,0
New York,12/21/12,56,36,0.7
,,,,0
New York,12/22/12,38,36,0
,,,,0
New York,12/23/12,42,35,0
,,,,0
New York,12/24/12,40,33,0.07
,,,,0
New York,12/25/12,41,32,0.06
,,,,0
New York,12/26/12,39,28,0.99
,,,,0
New York,12/27/12,39,30,0.62
,,,,0
New York,12/28/12,37,30,0
,,,,0
New York,12/29/12,34,30,0.26
,,,,0
New York,12/30/12,34,28,0
,,,,0
New York,12/31/12,38,28,0
,,,,0
New York,1/1/13,40,26,0
,,,,0
New York,1/2/13,33,22,0
,,,,0
New York,1/3/13,32,24,0
,,,,0
New York,1/4/13,37,30,0
,,,,0
New York,1/5/13,42,32,0
,,,,0
New York,1/6/13,46,34,0
,,,,0
New York,1/7/13,45,37,0
,,,,0
New York,1/8/13,48,35,0
,,,,0
New York,1/9/13,49,39,0
,,,,0
New York,1/10/13,47,40,0
,,,,0
New York,1/11/13,46,37,0.55
,,,,0
New York,1/12/13,47,42,0.02
,,,,0
New York,1/13/13,50,43,0
,,,,0
New York,1/14/13,56,38,0.09
,,,,0
New York,1/15/13,38,35,0.12
,,,,0
New York,1/16/13,37,32,0.69
,,,,0
New York,1/17/13,43,35,0
,,,,0
New York,1/18/13,35,25,0
,,,,0
New York,1/19/13,51,30,0
,,,,0
New York,1/20/13,53,30,0
,,,,0
New York,1/21/13,32,26,0
,,,,0
New York,1/22/13,27,13,0
,,,,0
New York,1/23/13,20,11,0
,,,,0
New York,1/24/13,22,12,0
,,,,0
New York,1/25/13,24,13,0.07
,,,,0
New York,1/26/13,27,15,0
,,,,0
New York,1/27/13,34,19,0
,,,,0
New York,1/28/13,36,29,0.22
,,,,0
New York,1/29/13,49,36,0.06
,,,,0
New York,1/30/13,59,39,0.04
,,,,0
New York,1/31/13,61,30,0.9
,,,,0
New York,2/1/13,31,24,0
,,,,0
New York,2/2/13,29,19,0.02
,,,,0
New York,2/3/13,30,24,0.02
,,,,0
New York,2/4/13,30,23,0
,,,,0
New York,2/5/13,32,28,0.02
,,,,0
New York,2/6/13,39,29,0
,,,,0
New York,2/7/13,32,26,0
,,,,0
New York,2/8/13,34,27,1.15
,,,,0
New York,2/9/13,32,21,0.38
,,,,0
New York,2/10/13,36,18,0
,,,,0
New York,2/11/13,45,34,0.49
,,,,0
New York,2/12/13,44,36,0
,,,,0
New York,2/13/13,44,33,0.03
,,,,0
New York,2/14/13,46,33,0
,,,,0
New York,2/15/13,55,37,0
,,,,0
New York,2/16/13,41,31,0.02
,,,,0
New York,2/17/13,32,18,0
,,,,0
New York,2/18/13,35,17,0
,,,,0
New York,2/19/13,49,33,0.15
,,,,0
New York,2/20/13,38,25,0
,,,,0
New York,2/21/13,34,24,0
,,,,0
New York,2/22/13,38,25,0
,,,,0
New York,2/23/13,42,36,0.26
,,,,0
New York,2/24/13,47,34,0.01
,,,,0
New York,2/25/13,45,32,0
,,,,0
New York,2/26/13,44,35,0.14
,,,,0
New York,2/27/13,47,36,1.56
,,,,0
New York,2/28/13,51,39,0
,,,,0
New York,3/1/13,45,36,0
,,,,0
New York,3/2/13,40,31,0
,,,,0
New York,3/3/13,40,29,0
,,,,0
New York,3/4/13,42,27,0
,,,,0
New York,3/5/13,49,31,0
,,,,0
New York,3/6/13,42,38,0
,,,,0
New York,3/7/13,38,33,0.19
,,,,0
New York,3/8/13,42,31,0.54
,,,,0
New York,3/9/13,55,35,0
,,,,0
New York,3/10/13,50,36,0
,,,,0
New York,3/11/13,54,40,0
,,,,0
New York,3/12/13,57,43,0.79
,,,,0
New York,3/13/13,52,38,0
,,,,0
New York,3/14/13,41,29,0
,,,,0
New York,3/15/13,47,30,0
,,,,0
New York,3/16/13,41,32,0.12
,,,,0
New York,3/17/13,38,29,0
,,,,0
New York,3/18/13,35,28,0.65
,,,,0
New York,3/19/13,43,33,0.36
,,,,0
New York,3/20/13,45,32,0
,,,,0
New York,3/21/13,40,30,0
,,,,0
New York,3/22/13,41,28,0
,,,,0
New York,3/23/13,46,32,0
,,,,0
New York,3/24/13,47,33,0
,,,,0
New York,3/25/13,40,36,0.17
,,,,0
New York,3/26/13,53,37,0
,,,,0
New York,3/27/13,53,36,0
,,,,0
New York,3/28/13,51,37,0
,,,,0
New York,3/29/13,55,40,0
,,,,0
New York,3/30/13,59,40,0
,,,,0
New York,3/31/13,54,44,0.08
,,,,0
New York,4/1/13,62,37,0
,,,,0
New York,4/2/13,43,33,0
,,,,0
New York,4/3/13,46,33,0
,,,,0
New York,4/4/13,53,33,0
,,,,0
New York,4/5/13,64,41,0
,,,,0
New York,4/6/13,52,35,0
,,,,0
New York,4/7/13,55,40,0
,,,,0
New York,4/8/13,73,51,0
,,,,0
New York,4/9/13,82,51,0
,,,,0
New York,4/10/13,74,55,0.49
,,,,0
New York,4/11/13,60,47,0
,,,,0
New York,4/12/13,47,41,0.63
,,,,0
New York,4/13/13,58,41,0.01
,,,,0
New York,4/14/13,57,46,0
,,,,0
New York,4/15/13,59,44,0
,,,,0
New York,4/16/13,63,47,0
,,,,0
New York,4/17/13,71,55,0.02
,,,,0
New York,4/18/13,59,51,0.01
,,,,0
New York,4/19/13,71,55,0.05
,,,,0
New York,4/20/13,60,43,0.06
,,,,0
New York,4/21/13,55,37,0
,,,,0
New York,4/22/13,55,41,0
,,,,0
New York,4/23/13,53,41,0
,,,,0
New York,4/24/13,69,44,0
,,,,0
New York,4/25/13,66,46,0
,,,,0
New York,4/26/13,67,50,0
,,,,0
New York,4/27/13,71,48,0
,,,,0
New York,4/28/13,69,51,0
,,,,0
New York,4/29/13,57,52,0.04
,,,,0
New York,4/30/13,68,51,0
,,,,0
New York,5/1/13,69,47,0
,,,,0
New York,5/2/13,72,49,0
,,,,0
New York,5/3/13,66,49,0
,,,,0
New York,5/4/13,69,48,0
,,,,0
New York,5/5/13,64,46,0
,,,,0
New York,5/6/13,69,46,0
,,,,0
New York,5/7/13,74,52,0
,,,,0
New York,5/8/13,63,55,3.02
,,,,0
New York,5/9/13,68,54,0.5
,,,,0
New York,5/10/13,79,59,0.01
,,,,0
New York,5/11/13,70,61,1.09
,,,,0
New York,5/12/13,70,51,0
,,,,0
New York,5/13/13,58,45,0
,,,,0
New York,5/14/13,61,42,0
,,,,0
New York,5/15/13,69,52,0
,,,,0
New York,5/16/13,79,62,0
,,,,0
New York,5/17/13,72,58,0
,,,,0
New York,5/18/13,65,56,0.01
,,,,0
New York,5/19/13,59,55,0.6
,,,,0
New York,5/20/13,79,58,0
,,,,0
New York,5/21/13,86,68,0
,,,,0
New York,5/22/13,78,59,0
,,,,0
New York,5/23/13,80,64,1.81
,,,,0
New York,5/24/13,65,45,0.3
,,,,0
New York,5/25/13,54,45,0.14
,,,,0
New York,5/26/13,66,48,0
,,,,0
New York,5/27/13,73,51,0
,,,,0
New York,5/28/13,68,56,0.52
,,,,0
New York,5/29/13,82,58,0
,,,,0
New York,5/30/13,90,72,0
,,,,0
New York,5/31/13,90,75,0
,,,,0
New York,6/1/13,90,73,0
,,,,0
New York,6/2/13,88,69,0.85
,,,,0
New York,6/3/13,78,66,0.87
,,,,0
New York,6/4/13,75,57,0
,,,,0
New York,6/5/13,74,58,0
,,,,0
New York,6/6/13,70,59,0.13
,,,,0
New York,6/7/13,63,59,4.16
,,,,0
New York,6/8/13,77,57,0.48
,,,,0
New York,6/9/13,80,63,0
,,,,0
New York,6/10/13,70,62,1.38
,,,,0
New York,6/11/13,80,64,0.09
,,,,0
New York,6/12/13,76,65,0
,,,,0
New York,6/13/13,69,55,1.26
,,,,0
New York,6/14/13,72,53,0.38
,,,,0
New York,6/15/13,80,61,0
,,,,0
New York,6/16/13,80,65,0
,,,,0
New York,6/17/13,84,69,0.01
,,,,0
New York,6/18/13,84,64,0.2
,,,,0
New York,6/19/13,77,59,0
,,,,0
New York,6/20/13,80,62,0
,,,,0
New York,6/21/13,82,64,0
,,,,0
New York,6/22/13,84,65,0
,,,,0
New York,6/23/13,88,70,0
,,,,0
New York,6/24/13,92,74,0
,,,,0
New York,6/25/13,91,73,0
,,,,0
New York,6/26/13,85,74,0.05
,,,,0
New York,6/27/13,86,73,0.24
,,,,0
New York,6/28/13,85,73,0
,,,,0
New York,6/29/13,83,71,0
,,,,0
New York,6/30/13,86,73,0
,,,,0
New York,7/1/13,77,72,0.84
,,,,0
New York,7/2/13,82,72,0.08
,,,,0
New York,7/3/13,83,73,0.53
,,,,0
New York,7/4/13,87,75,0
,,,,0
New York,7/5/13,90,76,0
,,,,0
New York,7/6/13,92,78,0
,,,,0
New York,7/7/13,92,78,0
,,,,0
New York,7/8/13,89,73,0.22
,,,,0
New York,7/9/13,88,74,0.23
,,,,0
New York,7/10/13,85,75,0
,,,,0
New York,7/11/13,84,76,0
,,,,0
New York,7/12/13,77,68,0.25
,,,,0
New York,7/13/13,81,67,0.06
,,,,0
New York,7/14/13,90,74,0
,,,,0
New York,7/15/13,94,78,0
,,,,0
New York,7/16/13,94,77,0
,,,,0
New York,7/17/13,97,79,0
,,,,0
New York,7/18/13,98,81,0
,,,,0
New York,7/19/13,96,83,0
,,,,0
New York,7/20/13,93,81,0
,,,,0
New York,7/21/13,89,76,0
,,,,0
New York,7/22/13,86,75,0.06
,,,,0
New York,7/23/13,87,73,0.31
,,,,0
New York,7/24/13,83,68,0
,,,,0
New York,7/25/13,68,64,0.01
,,,,0
New York,7/26/13,83,65,0
,,,,0
New York,7/27/13,82,70,0
,,,,0
New York,7/28/13,78,70,0.24
,,,,0
New York,7/29/13,85,69,0.01
,,,,0
New York,7/30/13,83,67,0
,,,,0
New York,7/31/13,83,67,0
,,,,0
New York,8/1/13,76,66,0.65
,,,,0
New York,8/2/13,83,67,0
,,,,0
New York,8/3/13,78,68,0.06
,,,,0
New York,8/4/13,80,66,0
,,,,0
New York,8/5/13,78,62,0
,,,,0
New York,8/6/13,82,64,0
,,,,0
New York,8/7/13,80,70,0
,,,,0
New York,8/8/13,81,70,0.46
,,,,0
New York,8/9/13,85,74,0.05
,,,,0
New York,8/10/13,83,70,0
,,,,0
New York,8/11/13,81,65,0
,,,,0
New York,8/12/13,82,70,0.05
,,,,0
New York,8/13/13,77,68,0.85
,,,,0
New York,8/14/13,74,61,0
,,,,0
New York,8/15/13,78,59,0
,,,,0
New York,8/16/13,82,64,0
,,,,0
New York,8/17/13,84,64,0
,,,,0
New York,8/18/13,76,68,0
,,,,0
New York,8/19/13,79,66,0
,,,,0
New York,8/20/13,88,68,0
,,,,0
New York,8/21/13,90,72,0
,,,,0
New York,8/22/13,78,71,0.25
,,,,0
New York,8/23/13,82,71,0
,,,,0
New York,8/24/13,80,65,0
,,,,0
New York,8/25/13,83,64,0
,,,,0
New York,8/26/13,84,68,0.04
,,,,0
New York,8/27/13,87,71,0.01
,,,,0
New York,8/28/13,86,71,0.43
,,,,0
New York,8/29/13,80,71,0
,,,,0
New York,8/30/13,85,70,0
,,,,0
New York,8/31/13,86,73,0
,,,,0
New York,9/1/13,84,75,0
,,,,0
New York,9/2/13,82,74,0.05
,,,,0
New York,9/3/13,82,68,0.03
,,,,0
New York,9/4/13,82,65,0
,,,,0
New York,9/5/13,80,64,0
,,,,0
New York,9/6/13,72,57,0
,,,,0
New York,9/7/13,80,59,0
,,,,0
New York,9/8/13,83,64,0
,,,,0
New York,9/9/13,73,57,0
,,,,0
New York,9/10/13,87,68,0.01
,,,,0
New York,9/11/13,96,77,0
,,,,0
New York,9/12/13,87,70,1.6
,,,,0
New York,9/13/13,77,59,0.06
,,,,0
New York,9/14/13,67,54,0
,,,,0
New York,9/15/13,73,51,0
,,,,0
New York,9/16/13,73,56,0.03
,,,,0
New York,9/17/13,65,50,0
,,,,0
New York,9/18/13,72,51,0
,,,,0
New York,9/19/13,78,55,0
,,,,0
New York,9/20/13,79,60,0
,,,,0
New York,9/21/13,77,61,0.72
,,,,0
New York,9/22/13,69,54,0.45
,,,,0
New York,9/23/13,66,50,0
,,,,0
New York,9/24/13,73,47,0
,,,,0
New York,9/25/13,73,52,0
,,,,0
New York,9/26/13,71,58,0
,,,,0
New York,9/27/13,69,57,0
,,,,0
New York,9/28/13,73,56,0
,,,,0
New York,9/29/13,72,57,0
,,,,0
New York,9/30/13,75,56,0
,,,,0
New York,10/1/13,82,59,0
,,,,0
New York,10/2/13,83,64,0
,,,,0
New York,10/3/13,78,63,0
,,,,0
New York,10/4/13,86,66,0
,,,,0
New York,10/5/13,76,64,0
,,,,0
New York,10/6/13,70,65,0
,,,,0
New York,10/7/13,76,60,0.25
,,,,0
New York,10/8/13,67,54,0
,,,,0
New York,10/9/13,62,53,0
,,,,0
New York,10/10/13,65,54,0
,,,,0
New York,10/11/13,68,60,0.02
,,,,0
New York,10/12/13,72,60,0
,,,,0
New York,10/13/13,65,56,0
,,,,0
New York,10/14/13,66,52,0
,,,,0
New York,10/15/13,72,53,0
,,,,0
New York,10/16/13,67,56,0
,,,,0
New York,10/17/13,73,61,0.02
,,,,0
New York,10/18/13,68,55,0
,,,,0
New York,10/19/13,64,52,0.01
,,,,0
New York,10/20/13,63,50,0
,,,,0
New York,10/21/13,66,50,0
,,,,0
New York,10/22/13,67,51,0
,,,,0
New York,10/23/13,55,45,0
,,,,0
New York,10/24/13,54,41,0
,,,,0
New York,10/25/13,53,40,0
,,,,0
New York,10/26/13,55,41,0
,,,,0
New York,10/27/13,58,46,0
,,,,0
New York,10/28/13,61,43,0
,,,,0
New York,10/29/13,56,44,0
,,,,0
New York,10/30/13,60,47,0
,,,,0
New York,10/31/13,66,53,0.06
,,,,0
New York,11/1/13,70,59,0.13
,,,,0
New York,11/2/13,68,55,0
,,,,0
New York,11/3/13,55,37,0
,,,,0
New York,11/4/13,46,35,0
,,,,0
New York,11/5/13,55,41,0
,,,,0
New York,11/6/13,61,49,0
,,,,0
New York,11/7/13,64,44,0.13
,,,,0
New York,11/8/13,50,40,0
,,,,0
New York,11/9/13,50,38,0
,,,,0
New York,11/10/13,61,44,0
,,,,0
New York,11/11/13,53,43,0
,,,,0
New York,11/12/13,52,31,0.03
,,,,0
New York,11/13/13,39,29,0
,,,,0
New York,11/14/13,52,33,0
,,,,0
New York,11/15/13,57,44,0
,,,,0
New York,11/16/13,60,45,0.05
,,,,0
New York,11/17/13,60,51,0.03
,,,,0
New York,11/18/13,65,51,0.22
,,,,0
New York,11/19/13,51,36,0
,,,,0
New York,11/20/13,44,32,0
,,,,0
New York,11/21/13,52,35,0
,,,,0
New York,11/22/13,57,51,0.07
,,,,0
New York,11/23/13,54,31,0
,,,,0
New York,11/24/13,30,23,0
,,,,0
New York,11/25/13,35,23,0
,,,,0
New York,11/26/13,47,33,0.51
,,,,0
New York,11/27/13,62,35,1.98
,,,,0
New York,11/28/13,35,30,0
,,,,0
New York,11/29/13,39,29,0
,,,,0
New York,11/30/13,39,25,0
,,,,0
New York,12/1/13,49,36,0
,,,,0
New York,12/2/13,49,41,0
,,,,0
New York,12/3/13,53,38,0
,,,,0
New York,12/4/13,52,41,0
,,,,0
New York,12/5/13,60,48,0.01
,,,,0
New York,12/6/13,62,37,0.73
,,,,0
New York,12/7/13,41,32,0.14
,,,,0
New York,12/8/13,33,29,0.08
,,,,0
New York,12/9/13,39,31,0.3
,,,,0
New York,12/10/13,37,30,0.23
,,,,0
New York,12/11/13,33,27,0
,,,,0
New York,12/12/13,30,23,0
,,,,0
New York,12/13/13,35,23,0
,,,,0
New York,12/14/13,34,22,0.73
,,,,0
New York,12/15/13,40,30,0.72
,,,,0
New York,12/16/13,33,25,0
,,,,0
New York,12/17/13,32,24,0.19
,,,,0
New York,12/18/13,37,23,0
,,,,0
New York,12/19/13,47,30,0
,,,,0
New York,12/20/13,53,41,0
,,,,0
New York,12/21/13,65,51,0.01
,,,,0
New York,12/22/13,71,61,0
,,,,0
New York,12/23/13,64,42,0.51
,,,,0
New York,12/24/13,42,26,0
,,,,0
New York,12/25/13,31,19,0
,,,,0
New York,12/26/13,36,30,0
,,,,0
New York,12/27/13,40,31,0
,,,,0
New York,12/28/13,55,36,0
,,,,0
New York,12/29/13,48,41,1.2
,,,,0
New York,12/30/13,45,23,0
,,,,0
New York,12/31/13,32,21,0
,,,,0
New York,1/1/14,33,24,0
,,,,0
New York,1/2/14,33,18,0.33
,,,,0
New York,1/3/14,18,9,0.29
,,,,0
New York,1/4/14,29,8,0
,,,,0
New York,1/5/14,40,27,0.14
,,,,0
New York,1/6/14,55,19,0.36
,,,,0
New York,1/7/14,19,4,0
,,,,0
New York,1/8/14,22,9,0
,,,,0
